source,precompshenav,condinsp,godcontent,DBIG_1,DBIG_2,DBIG_3,DBIG_4,DBIG_5,DBIG_6,DBIG_7,REI_3,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_34,contrast,contrast2,compbigd,comprati,compintu,Zprecompshenav,Zcomprati,Zcompintu,int1,int2,int3,int4,int5,int6,hirati,lorati,hiint4,loint4
1,2,1,0,2,3,4,5,4,3,2,3,2,4,3,2,3,4,4,2,3,4,3,4,4,3,3,4,2,4,3,4,3,4,2,4,3,4,5,4,4,3,2,0,3.28571428571429,4.21052631578947,3.5,-1.22383366276333,-1.19843675619675,-.00716508820547745,-2.44766732552667,0,-.0143301764109549,-2.39687351239349,0,0,-2.19843675619675,-.198436756196746,-4.39687351239349,-.396873512393492
1,2,2,1,1,1,1,1,4,3,3,4,2,3,2,2,2,2,2,3,4,2,4,4,2,3,3,2,3,3,2,3,2,3,1,2,2,3,1,3,2,3,-1,1,2,5,2.33333333333333,-1.22383366276333,.121655567043729,-2.05351427968918,1.22383366276333,-1.22383366276333,2.05351427968918,-.121655567043729,-2.05351427968918,.121655567043729,-.878344432956271,1.12165556704373,.878344432956271,-1.12165556704373
1,3.5,2,0,1,1,2,2,2,3,3,2,3,1,4,2,1,2,4,2,2,1,4,3,2,5,2,5,4,4,4,3,4,4,1,5,2,5,2,4,4,3,-1,1,2,4.63157894736842,3.5,-.706122011144785,-.494387517135159,-.00716508820547745,.706122011144785,-.706122011144785,.00716508820547745,.494387517135159,-.00716508820547745,-.494387517135159,-1.49438751713516,.505612482864841,1.49438751713516,-.505612482864841
1,2,3,0,1,1,1,1,3,4,4,4,2,1,1,1,4,1,2,1,4,2,4,2,2,4,2,2,3,3,4,3,4,4,4,3,4,4,1,4,1,2,-1,-1,2.14285714285714,5.78947368421053,3.41666666666667,-1.22383366276333,1.4417478902842,-.153332887597171,1.22383366276333,1.22383366276333,.153332887597171,-1.4417478902842,.153332887597171,-1.4417478902842,.441747890284204,2.4417478902842,-.441747890284204,-2.4417478902842
1,2,3,0,2,1,3,3,2,3,4,3,3,3,2,2,4,2,2,2,3,2,4,2,2,2,2,2,5,4,5,4,4,4,3,5,4,4,4,3,4,2,-1,-1,2.57142857142857,5.05263157894737,4.08333333333333,-1.22383366276333,.209661721926427,1.01600950753637,1.22383366276333,1.22383366276333,-1.01600950753637,-.209661721926427,-1.01600950753637,-.209661721926427,-.790338278073573,1.20966172192643,.790338278073573,-1.20966172192643
1,3,1,0,1,1,1,3,3,3,4,3,2,4,1,2,4,2,2,2,4,2,4,2,1,2,2,4,4,4,4,4,4,5,4,4,2,4,1,4,2,2,2,0,2.28571428571429,5.21052631578947,3.66666666666667,-.878692561684301,.473680186574522,.285170510577908,-1.7573851233686,0,.570341021155816,.947360373149044,0,0,-.526319813425478,1.47368018657452,-1.05263962685096,2.94736037314904
1,2,2,0,1,1,2,2,5,4,1,3,2,2,2,2,3,2,3,2,4,2,3,2,3,3,2,3,3,3,3,3,3,3,3,4,4,3,4,4,2,2,-1,1,2.28571428571429,5.10526315789474,3.33333333333333,-1.22383366276333,.297667876809126,-.299500686988863,1.22383366276333,-1.22383366276333,.299500686988863,-.297667876809126,-.299500686988863,.297667876809126,-.702332123190874,1.29766787680913,.702332123190874,-1.29766787680913
1,2,2,0,1,2,1,2,4,4,3,3,3,3,3,3,2,3,4,3,4,3,3,4,3,3,3,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,-1,1,2.42857142857143,4.31578947368421,3.5,-1.22383366276333,-1.02242444643135,-.00716508820547745,1.22383366276333,-1.22383366276333,.00716508820547745,1.02242444643135,-.00716508820547745,-1.02242444643135,-2.02242444643135,-.0224244464313488,2.02242444643135,.0224244464313488
1,2,1,0,1,2,2,2,5,3,4,2,2,4,2,2,3,2,2,2,4,1,3,2,2,2,2,3,2,3,4,3,4,3,3,2,4,4,2,4,2,2,2,0,2.71428571428571,5.05263157894737,3.16666666666667,-1.22383366276333,.209661721926427,-.591836285772249,-2.44766732552667,0,-1.1836725715445,.419323443852854,0,0,-.790338278073573,1.20966172192643,-1.58067655614715,2.41932344385285
1,2,1,0,1,2,2,2,3,3,4,4,2,2,2,2,4,2,2,2,3,2,4,2,2,3,2,2,3,4,4,3,3,2,3,3,2,2,3,3,2,2,2,0,2.42857142857143,5.36842105263158,2.91666666666667,-1.22383366276333,.737698651222617,-1.03033968394733,-2.44766732552667,0,-2.06067936789466,1.47539730244523,0,0,-.262301348777383,1.73769865122262,-.524602697554766,3.47539730244523
1,2,2,0,1,1,1,1,3,3,2,3,1,2,2,1,4,4,2,1,4,1,4,4,2,4,1,3,3,2,3,3,3,2,3,4,2,4,4,4,2,2,-1,1,1.71428571428571,5.42105263157895,3.08333333333333,-1.22383366276333,.825704806105316,-.738004085163941,1.22383366276333,-1.22383366276333,.738004085163941,-.825704806105316,-.738004085163941,.825704806105316,-.174295193894684,1.82570480610532,.174295193894684,-1.82570480610532
1,3,2,0,1,2,2,3,3,2,2,5,2,2,2,2,5,2,2,1,4,1,5,3,2,5,4,3,3,3,4,4,4,4,5,4,3,4,2,4,2,2,-1,1,2.14285714285714,5.57894736842105,3.66666666666667,-.878692561684301,1.08972327075341,.285170510577908,.878692561684301,-.878692561684301,-.285170510577908,-1.08972327075341,.285170510577908,1.08972327075341,.0897232707534101,2.08972327075341,-.0897232707534101,-2.08972327075341
1,2.5,1,0,2,2,2,2,3,3,2,2,2,4,2,2,2,2,4,2,4,2,4,4,2,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,2,2,0,2.28571428571429,4.63157894736842,3.66666666666667,-1.05126311222382,-.494387517135159,.285170510577908,-2.10252622444764,0,.570341021155816,-.988775034270317,0,0,-1.49438751713516,.505612482864841,-2.98877503427032,1.01122496572968
1,4.5,2,0,1,2,2,3,4,4,5,2,4,5,2,2,4,4,4,3,3,2,3,2,4,2,1,4,4,5,4,4,3,3,4,4,4,4,5,4,2,4,-1,1,3,4.36842105263158,4,-.360980910065752,-.934418291548651,.86984170814468,.360980910065752,-.360980910065752,-.86984170814468,.934418291548651,.86984170814468,-.934418291548651,-1.93441829154865,.065581708451349,1.93441829154865,-.065581708451349
1,3,2,0,5,4,3,3,3,3,2,3,4,4,3,3,3,3,4,3,4,4,2,4,3,3,4,3,4,3,4,4,3,4,3,3,3,4,4,3,4,4,-1,1,3.28571428571429,4.05263157894737,3.5,-.878692561684301,-1.46245522084484,-.00716508820547745,.878692561684301,-.878692561684301,.00716508820547745,1.46245522084484,-.00716508820547745,-1.46245522084484,-2.46245522084484,-.462455220844841,2.46245522084484,.462455220844841
1,2.5,3,0,1,1,2,3,3,4,4,3,4,4,4,4,2,4,3,4,1,3,2,3,4,2,2,5,3,4,4,4,3,4,3,4,4,3,2,2,4,4,-1,-1,2.57142857142857,3.68421052631579,3.33333333333333,-1.05126311222382,-2.07849830502373,-.299500686988863,1.05126311222382,1.05126311222382,.299500686988863,2.07849830502373,.299500686988863,2.07849830502373,-3.07849830502373,-1.07849830502373,3.07849830502373,1.07849830502373
1,3.5,2,0,1,4,4,2,3,3,1,5,4,3,2,3,3,3,2,3,2,1,2,3,2,2,2,2,3,3,4,4,2,2,2,2,3,1,2,4,1,1,-1,1,2.57142857142857,4.94736842105263,2.66666666666667,-.706122011144785,.0336494121610314,-1.46884308212241,.706122011144785,-.706122011144785,1.46884308212241,-.0336494121610314,-1.46884308212241,.0336494121610314,-.966350587838969,1.03364941216103,.966350587838969,-1.03364941216103
1,2.5,3,0,1,2,2,3,3,4,2,3,2,2,2,2,4,3,4,2,3,2,4,4,4,4,2,3,3,3,3,4,4,4,2,3,2,4,4,4,3,2,-1,-1,2.42857142857143,4.89473684210526,3.33333333333333,-1.05126311222382,-.054356742721668,-.299500686988863,1.05126311222382,1.05126311222382,.299500686988863,.054356742721668,.299500686988863,.054356742721668,-1.05435674272167,.945643257278332,1.05435674272167,-.945643257278332
1,4,1,0,1,2,3,3,3,4,4,4,2,2,1,3,4,2,2,2,4,3,2,2,2,3,2,4,4,4,3,3,3,4,3,4,2,3,3,4,2,1,2,0,2.85714285714286,5.21052631578947,3.33333333333333,-.533551460605268,.473680186574522,-.299500686988863,-1.06710292121054,0,-.599001373977726,.947360373149044,0,0,-.526319813425478,1.47368018657452,-1.05263962685096,2.94736037314904
1,3,2,0,1,1,2,3,3,4,4,4,2,2,2,1,2,2,2,4,5,1,4,1,2,3,2,2,4,4,4,4,4,4,4,4,2,3,1,4,2,1,-1,1,2.57142857142857,5.47368421052632,3.5,-.878692561684301,.913710960988014,-.00716508820547745,.878692561684301,-.878692561684301,.00716508820547745,-.913710960988014,-.00716508820547745,.913710960988014,-.0862890390119857,1.91371096098801,.0862890390119857,-1.91371096098801
1,4.5,1,0,3,3,3,3,3,3,2,3,3,3,2,4,4,3,3,3,4,2,3,3,3,3,3,2,3,3,4,4,3,3,2,3,3,2,3,3,3,3,2,0,2.85714285714286,4.68421052631579,3,-.360980910065752,-.406381362252461,-.884171884555635,-.721961820131503,0,-1.76834376911127,-.812762724504922,0,0,-1.40638136225246,.593618637747539,-2.81276272450492,1.18723727549508
1,3.5,2,0,4,3,3,3,1,2,2,4,4,2,2,2,4,3,3,3,5,3,5,3,2,3,2,3,3,3,4,3,4,3,3,4,3,2,3,3,2,4,-1,1,2.57142857142857,5,3.16666666666667,-.706122011144785,.121655567043729,-.591836285772249,.706122011144785,-.706122011144785,.591836285772249,-.121655567043729,-.591836285772249,.121655567043729,-.878344432956271,1.12165556704373,.878344432956271,-1.12165556704373
1,3.5,3,0,2,3,4,4,4,4,4,2,2,4,3,3,2,1,3,3,2,2,3,2,3,2,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,-1,-1,3.57142857142857,4.31578947368421,3.83333333333333,-.706122011144785,-1.02242444643135,.577506109361294,.706122011144785,.706122011144785,-.577506109361294,1.02242444643135,-.577506109361294,1.02242444643135,-2.02242444643135,-.0224244464313488,2.02242444643135,.0224244464313488
1,4,1,0,1,1,1,1,5,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,2.14285714285714,4.47368421052632,3,-.533551460605268,-.758405981783254,-.884171884555635,-1.06710292121054,0,-1.76834376911127,-1.51681196356651,0,0,-1.75840598178325,.241594018216746,-3.51681196356651,.483188036433492
1,3.5,1,0,1,1,2,3,3,3,4,4,1,4,3,2,2,1,2,2,3,3,4,1,2,2,2,2,4,4,3,3,2,3,3,4,3,2,3,2,2,2,2,0,2.42857142857143,5.15789473684211,3,-.706122011144785,.385674031691824,-.884171884555635,-1.41224402228957,0,-1.76834376911127,.771348063383648,0,0,-.614325968308176,1.38567403169182,-1.22865193661635,2.77134806338365
1,4,3,0,1,1,3,1,1,1,2,4,2,2,3,4,3,3,3,4,3,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,2,3,3,3,4,3,-1,-1,1.42857142857143,4.52631578947368,2.91666666666667,-.533551460605268,-.670399826900556,-1.03033968394733,.533551460605268,.533551460605268,1.03033968394733,.670399826900556,1.03033968394733,.670399826900556,-1.67039982690056,.329600173099444,1.67039982690056,-.329600173099444
1,4,3,0,1,2,3,2,3,2,1,2,2,2,3,2,3,2,2,2,4,2,4,2,2,4,2,3,2,4,4,3,3,4,4,4,2,4,3,3,2,2,-1,-1,2,5.21052631578947,3.33333333333333,-.533551460605268,.473680186574522,-.299500686988863,.533551460605268,.533551460605268,.299500686988863,-.473680186574522,.299500686988863,-.473680186574522,-.526319813425478,1.47368018657452,.526319813425478,-1.47368018657452
1,3.5,2,0,1,3,3,3,4,5,1,3,2,2,1,2,4,3,3,3,4,3,4,2,2,2,3,4,2,2,2,4,2,4,3,3,2,3,4,4,2,1,-1,1,2.85714285714286,5.05263157894737,2.91666666666667,-.706122011144785,.209661721926427,-1.03033968394733,.706122011144785,-.706122011144785,1.03033968394733,-.209661721926427,-1.03033968394733,.209661721926427,-.790338278073573,1.20966172192643,.790338278073573,-1.20966172192643
1,4,3,0,1,1,1,3,2,2,1,5,1,2,1,1,4,1,1,3,5,1,5,1,1,3,1,3,4,3,2,4,4,4,4,3,4,4,5,5,1,1,-1,-1,1.57142857142857,6.05263157894737,3.83333333333333,-.533551460605268,1.8817786646977,.577506109361294,.533551460605268,.533551460605268,-.577506109361294,-1.8817786646977,-.577506109361294,-1.8817786646977,.881778664697695,2.88177866469769,-.881778664697695,-2.88177866469769
1,4,2,0,2,2,3,1,4,4,5,3,2,3,2,3,2,2,3,2,3,3,3,2,2,5,3,3,3,3,3,4,3,4,4,5,2,4,3,5,1,3,-1,1,3,4.94736842105263,3.58333333333333,-.533551460605268,.0336494121610314,.139002711186216,.533551460605268,-.533551460605268,-.139002711186216,-.0336494121610314,.139002711186216,.0336494121610314,-.966350587838969,1.03364941216103,.966350587838969,-1.03364941216103
1,4,3,0,4,3,4,3,3,3,4,4,4,4,4,4,3,4,3,3,5,4,4,3,4,5,3,4,4,4,4,4,4,5,3,4,5,4,4,3,4,2,-1,-1,3.42857142857143,4.36842105263158,4,-.533551460605268,-.934418291548651,.86984170814468,.533551460605268,.533551460605268,-.86984170814468,.934418291548651,-.86984170814468,.934418291548651,-1.93441829154865,.065581708451349,1.93441829154865,-.065581708451349
1,4,2,0,2,2,2,3,4,3,2,5,3,2,1,3,5,1,2,2,5,2,4,1,3,4,3,3,4,3,4,5,3,4,4,2,2,2,5,1,1,2,-1,1,2.57142857142857,5.57894736842105,3.25,-.533551460605268,1.08972327075341,-.445668486380556,.533551460605268,-.533551460605268,.445668486380556,-1.08972327075341,-.445668486380556,1.08972327075341,.0897232707534101,2.08972327075341,-.0897232707534101,-2.08972327075341
1,4,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,3,4.47368421052632,3,-.533551460605268,-.758405981783254,-.884171884555635,-1.06710292121054,0,-1.76834376911127,-1.51681196356651,0,0,-1.75840598178325,.241594018216746,-3.51681196356651,.483188036433492
1,4,1,0,3,4,3,3,2,3,3,2,2,4,2,3,3,1,1,4,2,2,4,2,1,3,2,3,4,2,3,3,2,3,4,3,3,4,3,4,2,3,2,0,3,4.94736842105263,3.16666666666667,-.533551460605268,.0336494121610314,-.591836285772249,-1.06710292121054,0,-1.1836725715445,.0672988243220627,0,0,-.966350587838969,1.03364941216103,-1.93270117567794,2.06729882432206
1,4,1,0,2,2,3,3,4,4,4,5,1,1,1,2,4,2,2,1,5,1,2,2,2,4,2,1,3,3,3,3,4,4,4,2,2,4,4,5,1,2,2,0,3.14285714285714,5.84210526315789,3.41666666666667,-.533551460605268,1.5297540451669,-.153332887597171,-1.06710292121054,0,-.306665775194341,3.0595080903338,0,0,.529754045166902,2.5297540451669,1.0595080903338,5.0595080903338
1,4,1,0,1,2,2,2,3,4,4,4,2,1,1,2,4,2,4,1,3,1,4,2,2,3,4,3,2,3,3,3,4,3,4,4,2,4,1,5,2,3,2,0,2.57142857142857,5.26315789473684,3.16666666666667,-.533551460605268,.561686341457221,-.591836285772249,-1.06710292121054,0,-1.1836725715445,1.12337268291444,0,0,-.438313658542779,1.56168634145722,-.876627317085557,3.12337268291444
1,4,3,0,1,2,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,2.14285714285714,4.47368421052632,3,-.533551460605268,-.758405981783254,-.884171884555635,.533551460605268,.533551460605268,.884171884555635,.758405981783254,.884171884555635,.758405981783254,-1.75840598178325,.241594018216746,1.75840598178325,-.241594018216746
1,4,2,0,3,3,4,3,2,2,2,4,2,3,1,2,2,4,2,4,2,3,4,3,2,3,3,5,3,3,3,4,2,5,5,5,5,3,3,4,3,3,-1,1,2.71428571428571,4.57894736842105,3.75,-.533551460605268,-.582393672017858,.431338309969601,.533551460605268,-.533551460605268,-.431338309969601,.582393672017858,.431338309969601,-.582393672017858,-1.58239367201786,.417606327982142,1.58239367201786,-.417606327982142
1,4,3,0,2,2,2,3,2,3,2,4,2,3,3,3,4,2,4,3,4,2,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,2,3,2,2,3,-1,-1,2.28571428571429,4.73684210526316,3.33333333333333,-.533551460605268,-.318375207369763,-.299500686988863,.533551460605268,.533551460605268,.299500686988863,.318375207369763,.299500686988863,.318375207369763,-1.31837520736976,.681624792630237,1.31837520736976,-.681624792630237
1,4,1,0,3,3,3,3,3,3,3,4,2,3,3,3,4,2,4,3,4,2,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,2,3,2,2,3,2,0,3,4.73684210526316,3.33333333333333,-.533551460605268,-.318375207369763,-.299500686988863,-1.06710292121054,0,-.599001373977726,-.636750414739526,0,0,-1.31837520736976,.681624792630237,-2.63675041473953,1.36324958526047
1,5.5,1,0,3,3,4,4,4,4,3,4,3,2,2,2,4,2,2,1,5,2,5,2,1,4,2,3,3,4,4,2,2,4,3,2,4,4,4,3,1,2,2,0,3.57142857142857,5.63157894736842,3.25,-.0158398089867185,1.17772942563611,-.445668486380556,-.031679617973437,0,-.891336972761112,2.35545885127222,0,0,.177729425636109,2.17772942563611,.355458851272219,4.35545885127222
1,4,2,0,2,2,3,3,3,5,5,3,4,4,3,3,2,2,5,2,3,2,3,3,2,3,4,2,4,4,4,4,4,3,4,2,2,5,5,5,4,3,-1,1,3.28571428571429,4.36842105263158,3.83333333333333,-.533551460605268,-.934418291548651,.577506109361294,.533551460605268,-.533551460605268,-.577506109361294,.934418291548651,.577506109361294,-.934418291548651,-1.93441829154865,.065581708451349,1.93441829154865,-.065581708451349
1,4,2,0,3,4,4,2,2,2,1,3,2,4,2,2,4,1,3,2,4,2,4,2,4,3,2,4,1,4,2,1,4,2,1,2,1,4,1,2,4,2,-1,1,2.57142857142857,4.94736842105263,2.08333333333333,-.533551460605268,.0336494121610314,-2.49201767786426,.533551460605268,-.533551460605268,2.49201767786426,-.0336494121610314,-2.49201767786426,.0336494121610314,-.966350587838969,1.03364941216103,.966350587838969,-1.03364941216103
1,5.5,3,0,4,4,4,4,4,4,4,4,1,2,1,1,5,2,2,1,4,2,4,2,2,5,1,1,3,4,4,3,4,5,3,2,2,4,4,4,1,2,-1,-1,4,5.94736842105263,3.5,-.0158398089867185,1.7057663549323,-.00716508820547745,.0158398089867185,.0158398089867185,.00716508820547745,-1.7057663549323,.00716508820547745,-1.7057663549323,.705766354932299,2.7057663549323,-.705766354932299,-2.7057663549323
1,4.5,2,0,1,2,3,2,3,5,5,3,1,2,1,1,4,1,2,2,5,2,4,2,2,2,2,2,4,5,4,4,3,4,4,4,2,3,4,3,1,1,-1,1,3,5.68421052631579,3.66666666666667,-.360980910065752,1.26573558051881,.285170510577908,.360980910065752,-.360980910065752,-.285170510577908,-1.26573558051881,.285170510577908,1.26573558051881,.265735580518807,2.26573558051881,-.265735580518807,-2.26573558051881
1,4.5,1,0,2,3,4,4,2,1,4,4,2,2,2,3,4,3,3,1,4,1,5,2,4,5,3,1,3,3,4,4,3,4,2,4,2,4,3,4,2,2,2,0,2.85714285714286,5.42105263157895,3.33333333333333,-.360980910065752,.825704806105316,-.299500686988863,-.721961820131503,0,-.599001373977726,1.65140961221063,0,0,-.174295193894684,1.82570480610532,-.348590387789367,3.65140961221063
1,4,1,0,1,1,1,3,4,4,2,4,4,2,3,2,3,3,4,4,4,2,3,3,3,4,3,4,3,4,4,4,4,4,3,4,3,4,2,3,4,3,2,0,2.28571428571429,4.52631578947368,3.5,-.533551460605268,-.670399826900556,-.00716508820547745,-1.06710292121054,0,-.0143301764109549,-1.34079965380111,0,0,-1.67039982690056,.329600173099444,-3.34079965380111,.659200346198888
1,4,1,0,1,2,3,3,4,4,5,4,4,4,3,4,2,1,2,3,2,2,2,4,2,2,1,4,4,4,4,5,4,4,4,4,3,4,1,5,3,2,2,0,3.14285714285714,4.47368421052632,3.83333333333333,-.533551460605268,-.758405981783254,.577506109361294,-1.06710292121054,0,1.15501221872259,-1.51681196356651,0,0,-1.75840598178325,.241594018216746,-3.51681196356651,.483188036433492
1,5.5,1,0,2,3,4,4,4,4,5,2,3,4,4,4,1,3,4,3,2,2,2,4,4,2,4,2,3,3,3,4,3,2,2,4,2,2,4,2,4,2,2,0,3.71428571428571,3.89473684210526,2.83333333333333,-.0158398089867185,-1.72647368549294,-1.17650748333902,-.031679617973437,0,-2.35301496667804,-3.45294737098587,0,0,-2.72647368549294,-.726473685492935,-5.45294737098587,-1.45294737098587
1,5.5,3,0,3,3,3,2,2,2,2,4,2,3,2,2,4,2,4,4,3,2,4,2,2,3,3,3,3,3,3,4,4,4,3,3,2,4,4,3,2,2,-1,-1,2.42857142857143,5,3.33333333333333,-.0158398089867185,.121655567043729,-.299500686988863,.0158398089867185,.0158398089867185,.299500686988863,-.121655567043729,.299500686988863,-.121655567043729,-.878344432956271,1.12165556704373,.878344432956271,-1.12165556704373
1,5,2,0,3,3,4,4,5,5,5,3,3,3,3,3,3,2,3,2,2,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,2,2,3,2,-1,1,4.14285714285714,4.57894736842105,3.5,-.188410359526235,-.582393672017858,-.00716508820547745,.188410359526235,-.188410359526235,.00716508820547745,.582393672017858,-.00716508820547745,-.582393672017858,-1.58239367201786,.417606327982142,1.58239367201786,-.417606327982142
1,6,3,0,4,4,3,1,1,1,1,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,-1,-1,2.14285714285714,4.47368421052632,3.25,.156730741552798,-.758405981783254,-.445668486380556,-.156730741552798,-.156730741552798,.445668486380556,.758405981783254,.445668486380556,.758405981783254,-1.75840598178325,.241594018216746,1.75840598178325,-.241594018216746
1,6,1,0,3,4,5,4,5,5,5,4,2,2,2,2,3,2,2,4,4,1,4,2,2,4,2,2,4,3,3,3,3,4,2,4,3,3,3,3,2,2,2,0,4.42857142857143,5.36842105263158,3.16666666666667,.156730741552798,.737698651222617,-.591836285772249,.313461483105596,0,-1.1836725715445,1.47539730244523,0,0,-.262301348777383,1.73769865122262,-.524602697554766,3.47539730244523
1,6,2,0,2,3,4,4,4,4,5,3,2,3,3,2,2,3,5,3,4,4,3,2,2,4,3,3,3,3,4,3,4,3,4,3,4,3,4,4,2,2,-1,1,3.71428571428571,4.68421052631579,3.5,.156730741552798,-.406381362252461,-.00716508820547745,-.156730741552798,.156730741552798,.00716508820547745,.406381362252461,-.00716508820547745,-.406381362252461,-1.40638136225246,.593618637747539,1.40638136225246,-.593618637747539
1,4.5,3,0,3,3,4,4,4,3,5,4,2,2,2,2,2,2,2,2,2,2,4,2,3,4,4,3,2,2,2,3,4,3,3,4,2,4,3,3,2,2,-1,-1,3.71428571428571,5.05263157894737,2.91666666666667,-.360980910065752,.209661721926427,-1.03033968394733,.360980910065752,.360980910065752,1.03033968394733,-.209661721926427,1.03033968394733,-.209661721926427,-.790338278073573,1.20966172192643,.790338278073573,-1.20966172192643
1,6,2,0,2,4,4,3,4,4,4,2,2,2,2,2,2,3,2,3,3,2,3,2,3,4,2,3,5,5,5,4,4,4,4,5,4,3,4,3,2,1,-1,1,3.57142857142857,5,4.16666666666667,.156730741552798,.121655567043729,1.16217730692807,-.156730741552798,.156730741552798,-1.16217730692807,-.121655567043729,1.16217730692807,.121655567043729,-.878344432956271,1.12165556704373,.878344432956271,-1.12165556704373
1,6,1,0,2,3,4,5,4,5,5,3,3,2,2,4,2,2,3,2,2,2,4,3,2,4,2,3,4,4,4,4,4,4,4,3,4,4,4,3,3,2,2,0,4,4.84210526315789,3.83333333333333,.156730741552798,-.142362897604366,.577506109361294,.313461483105596,0,1.15501221872259,-.284725795208732,0,0,-1.14236289760437,.857637102395634,-2.28472579520873,1.71527420479127
1,5.5,2,0,3,4,5,5,5,5,5,3,2,2,2,4,3,2,2,4,4,2,4,3,1,2,3,2,3,4,3,3,3,4,3,4,3,3,4,3,2,3,-1,1,4.57142857142857,4.94736842105263,3.33333333333333,-.0158398089867185,.0336494121610314,-.299500686988863,.0158398089867185,-.0158398089867185,.299500686988863,-.0336494121610314,-.299500686988863,.0336494121610314,-.966350587838969,1.03364941216103,.966350587838969,-1.03364941216103
1,5.5,2,0,4,4,4,2,2,1,1,2,3,4,3,4,3,2,4,2,4,3,3,4,3,4,4,3,4,3,3,4,4,4,4,4,3,4,4,5,3,3,-1,1,2.57142857142857,4.36842105263158,3.83333333333333,-.0158398089867185,-.934418291548651,.577506109361294,.0158398089867185,-.0158398089867185,-.577506109361294,.934418291548651,.577506109361294,-.934418291548651,-1.93441829154865,.065581708451349,1.93441829154865,-.065581708451349
1,5.5,2,0,2,4,4,4,1,1,1,3,3,1,2,2,1,1,4,2,2,1,4,2,1,1,4,1,4,4,5,4,4,4,4,4,2,4,3,3,2,2,-1,1,2.42857142857143,5,3.75,-.0158398089867185,.121655567043729,.431338309969601,.0158398089867185,-.0158398089867185,-.431338309969601,-.121655567043729,.431338309969601,.121655567043729,-.878344432956271,1.12165556704373,.878344432956271,-1.12165556704373
1,7,2,0,5,3,5,5,5,5,5,4,2,2,1,2,3,2,2,2,4,2,4,1,3,3,2,3,4,4,4,4,2,4,3,4,3,3,3,4,2,2,-1,1,4.71428571428571,5.36842105263158,3.5,.501871842631831,.737698651222617,-.00716508820547745,-.501871842631831,.501871842631831,.00716508820547745,-.737698651222617,-.00716508820547745,.737698651222617,-.262301348777383,1.73769865122262,.262301348777383,-1.73769865122262
1,6.5,1,0,3,3,4,5,4,5,5,3,3,5,4,4,2,2,3,4,4,4,4,2,2,2,4,4,4,4,4,3,4,3,3,2,4,3,3,2,3,2,2,0,4.14285714285714,4.26315789473684,3.25,.329301292092315,-1.11043060131405,-.445668486380556,.658602584184629,0,-.891336972761112,-2.22086120262809,0,0,-2.11043060131405,-.110430601314047,-4.22086120262809,-.220861202628093
1,7,2,0,5,5,1,1,1,1,1,4,3,1,3,1,1,1,2,1,1,1,5,1,1,4,2,5,5,4,4,5,5,4,5,5,4,4,2,3,3,1,-1,1,2.14285714285714,5.31578947368421,4.16666666666667,.501871842631831,.649692496339919,1.16217730692807,-.501871842631831,.501871842631831,-1.16217730692807,-.649692496339919,1.16217730692807,.649692496339919,-.350307503660081,1.64969249633992,.350307503660081,-1.64969249633992
1,6.5,3,0,3,3,5,4,5,5,5,4,1,2,1,2,3,1,2,1,3,1,4,4,1,4,2,1,4,5,5,5,3,5,4,3,4,5,3,5,1,1,-1,-1,4.28571428571429,5.73684210526316,4.25,.329301292092315,1.35374173540151,1.30834510631976,-.329301292092315,-.329301292092315,-1.30834510631976,-1.35374173540151,-1.30834510631976,-1.35374173540151,.353741735401505,2.35374173540151,-.353741735401505,-2.35374173540151
1,7,1,0,5,5,3,1,1,1,1,3,1,1,1,1,5,1,1,1,5,1,5,1,1,3,1,1,4,5,5,5,4,5,4,3,2,5,3,5,1,1,2,0,2.42857142857143,6.26315789473684,4.16666666666667,.501871842631831,2.23380328422849,1.16217730692807,1.00374368526366,0,2.32435461385613,4.46760656845698,0,0,1.23380328422849,3.23380328422849,2.46760656845698,6.46760656845698
